date,time_range,class_name,coach_name,max_participants,num_of_registered,6,7,8,9,10
2023-02-26,12:00-13:00,yoga,andres,5,0
2023-02-26,17:00-18:00,pilates,andres,5,0
2023-02-27,10:00-11:00,yoga,ben,5,0
2023-02-27,12:00-13:00,pilates,menashe,5,0
2023-02-27,15:00-16:00,pilates,andres,5,0
2023-02-28,10:00-11:00,crossfit,andres,5,0
2023-02-28,12:00-13:00,yoga,andres,5,0
2023-02-28,17:00-18:00,pilates,andres,5,0
2023-03-01,10:00-11:00,yoga,ben,5,0
2023-03-01,12:00-13:00,pilates,menashe,5,0
2023-03-02,10:00-11:00,crossfit,andres,5,0
2023-03-02,15:00-16:00,yoga,ben,5,0
2023-03-03,17:00-18:00,pilates,menashe,5,0
2023-03-04,10:00-11:00,crossfit,andres,5,0
2023-03-05,10:00-11:00,yoga,ben,5,0
2023-03-05,12:00-13:00,pilates,menashe,5,0
2023-03-05,15:00-16:00,pilates,andres,5,0
2023-03-06,10:00-11:00,crossfit,andres,5,0
2023-03-07,10:00-11:00,yoga,ben,5,0
2023-03-07,12:00-13:00,pilates,menashe,5,0
2023-03-07,15:00-16:00,pilates,andres,5,0
2023-03-08,10:00-11:00,pilates,andres,5,0
2023-03-08,12:00-15:00,yoga,andres,5,0
2023-03-08,15:00-16:00,crossfit,andres,5,0
2023-03-09,10:00-11:00,crossfit,andres,5,0
2023-03-09,12:00-13:00,yoga,andres,5,0
2023-03-09,17:00-18:00,pilates,andres,5,0
2023-03-10,10:00-11:00,yoga,ben,5,0
2023-03-10,12:00-13:00,pilates,menashe,5,0
2023-03-10,15:00-16:00,pilates,andres,5,0
2023-03-11,10:00-11:00,crossfit,andres,5,0
2023-03-11,12:00-13:00,yoga,andres,5,0
2023-03-11,17:00-18:00,pilates,andres,5,0
2023-03-12,10:00-11:00,yoga,ben,5,0
2023-03-12,12:00-13:00,pilates,menashe,5,0
2023-03-12,15:00-16:00,pilates,andres,5,0
2023-03-13,10:00-11:00,crossfit,andres,5,0
2023-03-13,12:00-13:00,yoga,andres,5,0
2023-03-13,17:00-18:00,pilates,andres,5,0
2023-03-14,10:00-11:00,yoga,ben,5,0
2023-03-14,12:00-13:00,pilates,menashe,5,0
2023-03-15,15:00-16:00,pilates,andres,5,0
2023-03-16,10:00-11:00,yoga,ben,5,0
2023-03-16,12:00-13:00,pilates,menashe,5,0
2023-03-19,10:00-11:00,crossfit,andres,5,0
2023-03-19,15:00-16:00,yoga,ben,5,0
2023-03-20,17:00-18:00,pilates,menashe,5,0
2023-03-21,10:00-11:00,crossfit,andres,5,0
2023-03-22,10:00-11:00,yoga,ben,5,0
2023-03-22,12:00-13:00,pilates,menashe,5,0
2023-03-22,15:00-16:00,pilates,andres,5,0
2023-03-23,10:00-11:00,crossfit,andres,5,0
2023-03-24,10:00-11:00,yoga,ben,5,0
2023-03-24,12:00-13:00,pilates,menashe,5,0
2023-03-24,15:00-16:00,pilates,andres,5,0
2023-03-25,10:00-11:00,pilates,andres,5,0
2023-03-25,12:00-15:00,yoga,andres,5,0
2023-03-25,15:00-16:00,crossfit,andres,5,0
2023-03-26,10:00-11:00,crossfit,andres,5,0
2023-03-26,12:00-13:00,yoga,andres,5,0
2023-03-26,17:00-18:00,pilates,andres,5,0
2023-03-27,10:00-11:00,yoga,ben,5,0
2023-03-27,12:00-13:00,pilates,menashe,5,0
2023-03-27,15:00-16:00,pilates,andres,5,0
2023-03-28,10:00-11:00,crossfit,andres,5,0
2023-03-28,12:00-13:00,yoga,andres,5,0
2023-03-28,17:00-18:00,pilates,andres,5,0
2023-03-29,10:00-11:00,yoga,ben,5,0
2023-03-29,12:00-13:00,pilates,menashe,5,0
2023-03-29,15:00-16:00,pilates,andres,5,0
2023-03-30,10:00-11:00,crossfit,andres,5,0
2023-03-30,12:00-13:00,yoga,andres,5,0
2023-03-30,17:00-18:00,pilates,andres,5,0
2023-03-31,10:00-11:00,yoga,ben,5,0
2023-03-31,12:00-13:00,pilates,menashe,5,0
2023-03-31,15:00-16:00,pilates,andres,5,0

